date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:30:34	70025/70025	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:27:14%20GMT	https://makesaz.com/wp-content/uploads/2021/06/dog-1113398_640.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/06/dog-1113398_640.jpg	(from https://makesaz.com/10-best-dogs-for-seniors-that-are-low-maintenance-and-full-of-love/8/)
23:30:35	61829/61829	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:28:52%20GMT	https://makesaz.com/wp-content/uploads/2021/06/corgi-4269446_640.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/06/corgi-4269446_640.jpg	(from https://makesaz.com/10-best-dogs-for-seniors-that-are-low-maintenance-and-full-of-love/9/)
23:30:36	41869/41869	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:29:45%20GMT	https://makesaz.com/wp-content/uploads/2021/06/basset-hound-6297366_640.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/06/basset-hound-6297366_640.jpg	(from https://makesaz.com/10-best-dogs-for-seniors-that-are-low-maintenance-and-full-of-love/10/)
23:30:38	218522/218522	---M--	200	added ('OK')	application/javascript	date:Sun,%2026%20Dec%202021%2009:48:51%20GMT	https://makesaz.com/wp-content/cache/min/1/58ed981e29e739ba3e521d78157c791e.js	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/cache/min/1/58ed981e29e739ba3e521d78157c791e.js	(from https://makesaz.com/10-best-dogs-for-seniors-that-are-low-maintenance-and-full-of-love/10/)
23:30:39	930/930	---MC-	200	added ('OK')	application/rss+xml	date:Sat,%2015%20Jan%202022%2022:30:38%20GMT	https://makesaz.com/how-dogs-cry-for-help/feed/	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/how-dogs-cry-for-help/feed/index.html	(from https://makesaz.com/how-dogs-cry-for-help/)
23:30:39	140209/140209	---MC-	200	added ('OK')	application/json	date:Sat,%2015%20Jan%202022%2022:30:37%20GMT	https://makesaz.com/wp-json/wp/v2/posts/49	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-json/wp/v2/posts/49.json	(from https://makesaz.com/how-dogs-cry-for-help/)
23:30:40	2563/2563	---MC-	200	added ('OK')	application/json	date:Sat,%2015%20Jan%202022%2022:30:39%20GMT	https://makesaz.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmakesaz.com%2Fhow-dogs-cry-for-help%2F	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-json/oembed/1.0/embedb107.json	(from https://makesaz.com/how-dogs-cry-for-help/)
23:30:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jan%202022%2022:30:40%20GMT	https://makesaz.com/?p=49	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/index0012.html	(from https://makesaz.com/how-dogs-cry-for-help/)
23:30:42	2693/2693	---MC-	200	added ('OK')	text/xml	date:Sat,%2015%20Jan%202022%2022:30:41%20GMT	https://makesaz.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmakesaz.com%2Fhow-dogs-cry-for-help%2F&format=xml	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-json/oembed/1.0/embed78bb	(from https://makesaz.com/how-dogs-cry-for-help/)
23:30:44	47653/47653	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:30:03%20GMT	https://makesaz.com/wp-content/uploads/2021/05/lauren-kay-Z819bGz43B8-unsplash.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/05/lauren-kay-Z819bGz43B8-unsplash.jpg	(from https://makesaz.com/how-dogs-cry-for-help/)
23:30:44	23835/23835	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:26:54%20GMT	https://makesaz.com/wp-content/uploads/2021/05/camylla-battani-JgdgKvYgiwI-unsplash.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/05/camylla-battani-JgdgKvYgiwI-unsplash.jpg	(from https://makesaz.com/how-dogs-cry-for-help/)
23:30:45	46665/46665	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:26:40%20GMT	https://makesaz.com/wp-content/uploads/2021/05/chewy-fGxiRXr2oZg-unsplash.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/05/chewy-fGxiRXr2oZg-unsplash.jpg	(from https://makesaz.com/how-dogs-cry-for-help/)
23:30:46	38385/38385	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:29:13%20GMT	https://makesaz.com/wp-content/uploads/2021/05/sleepy.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/05/sleepy.jpg	(from https://makesaz.com/how-dogs-cry-for-help/)
23:30:47	43518/43518	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:28:12%20GMT	https://makesaz.com/wp-content/uploads/2021/05/Rubbing-his-face.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/05/Rubbing-his-face.jpg	(from https://makesaz.com/how-dogs-cry-for-help/)
23:30:50	1033/1033	---MC-	200	added ('OK')	application/rss+xml	date:Sat,%2015%20Jan%202022%2022:30:49%20GMT	https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/feed/	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/feed/index.html	(from https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/)
23:30:50	218521/218521	---M--	200	added ('OK')	application/javascript	date:Wed,%2022%20Dec%202021%2007:55:24%20GMT	https://makesaz.com/wp-content/cache/min/1/bfbef2dd6cffc83bb713af0685ebf957.js	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/cache/min/1/bfbef2dd6cffc83bb713af0685ebf957.js	(from https://makesaz.com/how-dogs-cry-for-help/)
23:30:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Jan%202022%2022:30:51%20GMT	https://makesaz.com/?p=28	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/index3c55.html	(from https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/)
23:30:52	2687/2687	---MC-	200	added ('OK')	application/json	date:Sat,%2015%20Jan%202022%2022:30:50%20GMT	https://makesaz.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmakesaz.com%2Fcan-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you%2F	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-json/oembed/1.0/embed5ea5.json	(from https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/)
23:30:54	2823/2823	---MC-	200	added ('OK')	text/xml	date:Sat,%2015%20Jan%202022%2022:30:52%20GMT	https://makesaz.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmakesaz.com%2Fcan-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you%2F&format=xml	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-json/oembed/1.0/embedf01e	(from https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/)
23:30:54	325780/325780	---MC-	200	added ('OK')	application/json	date:Sat,%2015%20Jan%202022%2022:30:48%20GMT	https://makesaz.com/wp-json/wp/v2/posts/28	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-json/wp/v2/posts/28.json	(from https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/)
23:30:55	34911/34911	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:29:13%20GMT	https://makesaz.com/wp-content/uploads/2021/05/Holding-Eye-Contact.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/05/Holding-Eye-Contact.jpg	(from https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/)
23:30:56	48551/48551	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:28:04%20GMT	https://makesaz.com/wp-content/uploads/2021/05/hen-Sleeping-with-You-on-your-bed.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/05/hen-Sleeping-with-You-on-your-bed.jpg	(from https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/2/)
23:30:57	80017/80017	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:28:49%20GMT	https://makesaz.com/wp-content/uploads/2021/05/Its-Happy-When-You-Get-Home-1024x576.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/05/Its-Happy-When-You-Get-Home-1024x576.jpg	(from https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/3/)
23:30:58	139468/139468	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:27:02%20GMT	https://makesaz.com/wp-content/uploads/2021/05/When-It-Brings-His-Toys-1024x538.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/05/When-It-Brings-His-Toys-1024x538.jpg	(from https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/4/)
23:31:00	77949/77949	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:27:35%20GMT	https://makesaz.com/wp-content/uploads/2021/05/Seeking-Physical-Contact-1024x576.jpeg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/05/Seeking-Physical-Contact-1024x576.jpg	(from https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/6/)
23:31:00	54179/54179	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:29:36%20GMT	https://makesaz.com/wp-content/uploads/2021/05/Once-you-leave-and-its-Calm-1024x555.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/05/Once-you-leave-and-its-Calm-1024x555.jpg	(from https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/7/)
23:31:01	405194/405194	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Jun%202021%2001:29:03%20GMT	https://makesaz.com/wp-content/uploads/2021/05/When-It-Wants-to-pick-You-Up.png	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/05/When-It-Wants-to-pick-You-Up.png	(from https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/5/)
23:31:02	105994/105994	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:29:11%20GMT	https://makesaz.com/wp-content/uploads/2021/05/He-tries-to-follow-your-rules.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/05/He-tries-to-follow-your-rules.jpg	(from https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/8/)
23:31:02	83072/83072	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:29:18%20GMT	https://makesaz.com/wp-content/uploads/2021/05/When-He-Hugs-1024x576.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/05/When-He-Hugs-1024x576.jpg	(from https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/9/)
23:31:03	54456/54456	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jun%202021%2001:27:35%20GMT	https://makesaz.com/wp-content/uploads/2021/05/Your-Dog-Can-Feel-your-Emotions.jpg	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/uploads/2021/05/Your-Dog-Can-Feel-your-Emotions.jpg	(from https://makesaz.com/can-you-understand-dogs-language-10-ways-dogs-show-their-love-for-you/10/)
23:31:04	1465/1465	---M--	200	added ('OK')	image/gif	date:Wed,%2009%20Jun%202021%2001:30:08%20GMT	https://makesaz.com/wp-content/plugins/theia-post-slider-premium/assets/images/ajax-loader.gif	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/plugins/theia-post-slider-premium/assets/images/ajax-loader.gif	(from https://makesaz.com/wp-content/cache/min/1/67093ecf7b4fcea239a164548560a853.css)
23:31:05	22876/22876	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2009%20Jun%202021%2001:29:11%20GMT	https://makesaz.com/wp-content/plugins/theia-post-slider-premium/assets/fonts/fonts/theia-post-slider-font.eot?h2p4uy	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/plugins/theia-post-slider-premium/assets/fonts/fonts/theia-post-slider-font3d43.eot	(from https://makesaz.com/wp-content/cache/min/1/67093ecf7b4fcea239a164548560a853.css)
23:31:05	22876/22876	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2009%20Jun%202021%2001:29:11%20GMT	https://makesaz.com/wp-content/plugins/theia-post-slider-premium/assets/fonts/fonts/theia-post-slider-font.eot?	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/plugins/theia-post-slider-premium/assets/fonts/fonts/theia-post-slider-fontd41d.eot	(from https://makesaz.com/wp-content/cache/min/1/67093ecf7b4fcea239a164548560a853.css)
23:31:06	17816/17816	---M--	200	added ('OK')	font/woff	date:Wed,%2009%20Jun%202021%2001:30:13%20GMT	https://makesaz.com/wp-content/plugins/theia-post-slider-premium/assets/fonts/fonts/theia-post-slider-font.woff?h2p4uy	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/plugins/theia-post-slider-premium/assets/fonts/fonts/theia-post-slider-font3d43.woff	(from https://makesaz.com/wp-content/cache/min/1/67093ecf7b4fcea239a164548560a853.css)
23:31:07	22652/22652	---M--	200	added ('OK')	font/ttf	date:Wed,%2009%20Jun%202021%2001:28:21%20GMT	https://makesaz.com/wp-content/plugins/theia-post-slider-premium/assets/fonts/fonts/theia-post-slider-font.ttf?h2p4uy	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/plugins/theia-post-slider-premium/assets/fonts/fonts/theia-post-slider-font3d43.ttf	(from https://makesaz.com/wp-content/cache/min/1/67093ecf7b4fcea239a164548560a853.css)
23:31:08	61929/61929	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2009%20Jun%202021%2001:27:17%20GMT	https://makesaz.com/wp-content/plugins/theia-post-slider-premium/assets/fonts/fonts/theia-post-slider-font.svg?h2p4uy	C:/My%20Web%20Sites/https___makesaz.com_/makesaz.com/wp-content/plugins/theia-post-slider-premium/assets/fonts/fonts/theia-post-slider-font3d43.svg	(from https://makesaz.com/wp-content/cache/min/1/67093ecf7b4fcea239a164548560a853.css)
